Namespace(activation_fn='gelu', base_channel=32, base_sigma=0.0, batch={8: 256, 16: 256, 32: 128, 64: 128, 128: 64, 256: 32}, batch_default=128, bn=False, ckpt=None, conditional=True, cyclic=False, data_root='./data/', dataset='cifar10', device=0, eval_step=50, from_beginning=False, from_rgb_activate=False, init_size=8, initial='uniform', l2_coefficient=0.0, langevin_lr=2.0, langevin_step=60, load=False, lr={8: 0.001, 16: 0.0012, 32: 0.0015, 64: 0.0015, 128: 0.0015}, lr_default=0.0005, max_size=32, mode='train', name_suffix='step', noise_ratio=1.0, phase=1000000, pro=True, projection=True, res=True, run_dir='results/cifar10_step/00001-step60-trunc1.0-res32-lr2.0-uniform-ch32', save_path='results', sched=True, soft=True, spectral=True, split_bn=False, stats_path='./stats/cifar10.npz', truncation=1.0, val_clip=1.1)
Itr:      0 Kimg:        0, Alpha: 1.00, Res:   8, f(x_p_d)=  0.0764 f(x_q)=  0.3566
Itr:  43000 Kimg:     7504, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7631 f(x_q)=  6.4938
Itr:  43100 Kimg:     7517, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6477 f(x_q)=  5.7290
Itr:  43200 Kimg:     7529, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5517 f(x_q)=  5.4470
Itr:  43300 Kimg:     7542, Alpha: 1.00, Res:  32, f(x_p_d)=  4.6195 f(x_q)=  3.3879
Itr:  43400 Kimg:     7555, Alpha: 1.00, Res:  32, f(x_p_d)=  5.4066 f(x_q)=  6.0559
Itr:  43500 Kimg:     7568, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5554 f(x_q)=  6.3427
Itr:  43600 Kimg:     7581, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8463 f(x_q)=  8.0153
Itr:  43700 Kimg:     7593, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6833 f(x_q)= 10.1113
Itr:  43800 Kimg:     7606, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8935 f(x_q)=  8.7536
Itr:  43900 Kimg:     7619, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9574 f(x_q)=  5.3810
Itr:  44000 Kimg:     7632, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3496 f(x_q)=  6.9098
Calculate FID...
Itr:  44000, FID:    29.526
Itr:  44100 Kimg:     7645, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7695 f(x_q)=  6.9446
Itr:  44200 Kimg:     7657, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1405 f(x_q)=  5.4584
Itr:  44300 Kimg:     7670, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5885 f(x_q)=  7.4474
Itr:  44400 Kimg:     7683, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5676 f(x_q)=  5.2616
Itr:  44500 Kimg:     7696, Alpha: 1.00, Res:  32, f(x_p_d)=  5.1748 f(x_q)=  5.1651
Itr:  44600 Kimg:     7709, Alpha: 1.00, Res:  32, f(x_p_d)=  5.3378 f(x_q)=  5.4721
Itr:  44700 Kimg:     7721, Alpha: 1.00, Res:  32, f(x_p_d)=  5.3770 f(x_q)=  5.8104
Itr:  44800 Kimg:     7734, Alpha: 1.00, Res:  32, f(x_p_d)=  5.2471 f(x_q)=  5.9245
Itr:  44900 Kimg:     7747, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7567 f(x_q)=  7.5253
Itr:  45000 Kimg:     7760, Alpha: 1.00, Res:  32, f(x_p_d)=  5.1330 f(x_q)=  5.0767
Itr:  45100 Kimg:     7773, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1058 f(x_q)=  3.8647
Itr:  45200 Kimg:     7785, Alpha: 1.00, Res:  32, f(x_p_d)=  7.0239 f(x_q)=  5.7501
Itr:  45300 Kimg:     7798, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6701 f(x_q)=  6.0579
Itr:  45400 Kimg:     7811, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8517 f(x_q)=  4.5413
Itr:  45500 Kimg:     7824, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6230 f(x_q)= 10.8262
Itr:  45600 Kimg:     7837, Alpha: 1.00, Res:  32, f(x_p_d)=  5.0292 f(x_q)=  5.5449
Itr:  45700 Kimg:     7849, Alpha: 1.00, Res:  32, f(x_p_d)=  5.3956 f(x_q)=  4.3730
Itr:  45800 Kimg:     7862, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5663 f(x_q)=  7.9936
Itr:  45900 Kimg:     7875, Alpha: 1.00, Res:  32, f(x_p_d)=  5.0619 f(x_q)=  4.6021
Itr:  46000 Kimg:     7888, Alpha: 1.00, Res:  32, f(x_p_d)=  6.3296 f(x_q)=  8.5516
Calculate FID...
Itr:  46000, FID:    25.490
Itr:  46100 Kimg:     7901, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9032 f(x_q)=  5.4207
Itr:  46200 Kimg:     7913, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8553 f(x_q)=  5.8904
Itr:  46300 Kimg:     7926, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5204 f(x_q)=  5.5528
Itr:  46400 Kimg:     7939, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9665 f(x_q)=  6.2347
Itr:  46500 Kimg:     7952, Alpha: 1.00, Res:  32, f(x_p_d)=  5.3330 f(x_q)=  5.3826
Itr:  46600 Kimg:     7965, Alpha: 1.00, Res:  32, f(x_p_d)=  5.3106 f(x_q)=  6.4749
Itr:  46700 Kimg:     7977, Alpha: 1.00, Res:  32, f(x_p_d)=  4.9430 f(x_q)=  5.0698
Itr:  46800 Kimg:     7990, Alpha: 1.00, Res:  32, f(x_p_d)=  4.9791 f(x_q)=  4.8016
Itr:  46900 Kimg:     8003, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7080 f(x_q)=  5.0370
Itr:  47000 Kimg:     8016, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8093 f(x_q)=  6.6748
Itr:  47100 Kimg:     8029, Alpha: 1.00, Res:  32, f(x_p_d)=  7.1911 f(x_q)=  8.5828
Itr:  47200 Kimg:     8041, Alpha: 1.00, Res:  32, f(x_p_d)=  5.3600 f(x_q)=  5.4806
Itr:  47300 Kimg:     8054, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7901 f(x_q)=  4.1029
Itr:  47400 Kimg:     8067, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7586 f(x_q)=  5.5767
Itr:  47500 Kimg:     8080, Alpha: 1.00, Res:  32, f(x_p_d)=  6.0393 f(x_q)=  6.3737
Itr:  47600 Kimg:     8093, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8927 f(x_q)=  5.7118
Itr:  47700 Kimg:     8105, Alpha: 1.00, Res:  32, f(x_p_d)=  7.4284 f(x_q)=  6.6402
Itr:  47800 Kimg:     8118, Alpha: 1.00, Res:  32, f(x_p_d)=  4.9820 f(x_q)=  6.1045
Itr:  47900 Kimg:     8131, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1339 f(x_q)=  5.1773
Itr:  48000 Kimg:     8144, Alpha: 1.00, Res:  32, f(x_p_d)=  5.0488 f(x_q)=  6.3103
Calculate FID...
Itr:  48000, FID:    31.689
Itr:  48100 Kimg:     8157, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7043 f(x_q)=  5.9178
Itr:  48200 Kimg:     8169, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8457 f(x_q)=  7.3354
Itr:  48300 Kimg:     8182, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1913 f(x_q)=  5.4946
Itr:  48400 Kimg:     8195, Alpha: 1.00, Res:  32, f(x_p_d)=  4.9120 f(x_q)=  2.9010
Itr:  48500 Kimg:     8208, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5939 f(x_q)=  5.8869
Itr:  48600 Kimg:     8221, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7714 f(x_q)=  5.0078
Itr:  48700 Kimg:     8233, Alpha: 1.00, Res:  32, f(x_p_d)=  5.5731 f(x_q)=  5.8962
Itr:  48800 Kimg:     8246, Alpha: 1.00, Res:  32, f(x_p_d)=  6.7274 f(x_q)=  7.4972
Itr:  48900 Kimg:     8259, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9729 f(x_q)=  7.9538
Itr:  49000 Kimg:     8272, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6124 f(x_q)=  5.3274
Itr:  49100 Kimg:     8285, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2803 f(x_q)=  5.1075
Itr:  49200 Kimg:     8297, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8671 f(x_q)=  4.3200
Itr:  49300 Kimg:     8310, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5413 f(x_q)=  5.8935
Itr:  49400 Kimg:     8323, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7536 f(x_q)=  6.6428
Itr:  49500 Kimg:     8336, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6532 f(x_q)=  5.0981
Itr:  49600 Kimg:     8349, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2219 f(x_q)=  6.0088
Itr:  49700 Kimg:     8361, Alpha: 1.00, Res:  32, f(x_p_d)=  6.5433 f(x_q)=  8.2618
Itr:  49800 Kimg:     8374, Alpha: 1.00, Res:  32, f(x_p_d)=  6.2220 f(x_q)=  5.1684
Itr:  49900 Kimg:     8387, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6698 f(x_q)=  4.8821
Itr:  50000 Kimg:     8400, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4423 f(x_q)=  6.1184
Calculate FID...
Itr:  50000, FID:    28.122
Itr:  50100 Kimg:     8413, Alpha: 1.00, Res:  32, f(x_p_d)=  6.1726 f(x_q)=  7.0875
Itr:  50200 Kimg:     8425, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9464 f(x_q)=  5.0702
Itr:  50300 Kimg:     8438, Alpha: 1.00, Res:  32, f(x_p_d)=  5.4949 f(x_q)=  7.8536
Itr:  50400 Kimg:     8451, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8498 f(x_q)=  5.9593
Itr:  50500 Kimg:     8464, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8717 f(x_q)=  5.6170
Itr:  50600 Kimg:     8477, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9206 f(x_q)=  5.9675
Itr:  50700 Kimg:     8489, Alpha: 1.00, Res:  32, f(x_p_d)=  6.6763 f(x_q)=  9.4603
Itr:  50800 Kimg:     8502, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9755 f(x_q)=  7.8361
Itr:  50900 Kimg:     8515, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9921 f(x_q)=  8.4002
Itr:  51000 Kimg:     8528, Alpha: 1.00, Res:  32, f(x_p_d)=  7.5267 f(x_q)= 10.2125
Itr:  51100 Kimg:     8541, Alpha: 1.00, Res:  32, f(x_p_d)=  5.4324 f(x_q)=  4.2543
Itr:  51200 Kimg:     8553, Alpha: 1.00, Res:  32, f(x_p_d)=  5.9882 f(x_q)=  5.9695
Itr:  51300 Kimg:     8566, Alpha: 1.00, Res:  32, f(x_p_d)=  6.9047 f(x_q)=  7.9462
Itr:  51400 Kimg:     8579, Alpha: 1.00, Res:  32, f(x_p_d)=  4.4530 f(x_q)=  4.1636
Itr:  51500 Kimg:     8592, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8838 f(x_q)=  7.0103
Itr:  51600 Kimg:     8605, Alpha: 1.00, Res:  32, f(x_p_d)=  7.3183 f(x_q)=  5.1197
Itr:  51700 Kimg:     8617, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7040 f(x_q)=  4.3806
Itr:  51800 Kimg:     8630, Alpha: 1.00, Res:  32, f(x_p_d)=  5.4375 f(x_q)=  5.9458
Itr:  51900 Kimg:     8643, Alpha: 1.00, Res:  32, f(x_p_d)=  5.7715 f(x_q)=  6.4599
Itr:  52000 Kimg:     8656, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8769 f(x_q)=  4.4141
Calculate FID...
Itr:  52000, FID:    27.577
Itr:  52100 Kimg:     8669, Alpha: 1.00, Res:  32, f(x_p_d)=  5.8431 f(x_q)=  5.4951
Itr:  52200 Kimg:     8681, Alpha: 1.00, Res:  32, f(x_p_d)=  6.8573 f(x_q)=  6.0819
Itr:  52300 Kimg:     8694, Alpha: 1.00, Res:  32, f(x_p_d)=  4.7856 f(x_q)=  5.1445
Itr:  52400 Kimg:     8707, Alpha: 1.00, Res:  32, f(x_p_d)=  6.4130 f(x_q)=  5.9833
Itr:  52500 Kimg:     8720, Alpha: 1.00, Res:  32, f(x_p_d)=  5.2525 f(x_q)=  3.4314
Itr:  52600 Kimg:     8733, Alpha: 1.00, Res:  32, f(x_p_d)=  5.4427 f(x_q)=  5.7495
Itr:  52700 Kimg:     8745, Alpha: 1.00, Res:  32, f(x_p_d)=  5.4099 f(x_q)=  5.9015
Itr:  52800 Kimg:     8758, Alpha: 1.00, Res:  32, f(x_p_d)=  5.6375 f(x_q)=  7.5768
Itr:  52900 Kimg:     8771, Alpha: 1.00, Res:  32, f(x_p_d)= -4.5417 f(x_q)= -4.0477
Itr:  53000 Kimg:     8784, Alpha: 1.00, Res:  32, f(x_p_d)= -5.6142 f(x_q)= -6.8477
Itr:  53100 Kimg:     8797, Alpha: 1.00, Res:  32, f(x_p_d)= -5.7553 f(x_q)= -4.7012
Itr:  53200 Kimg:     8809, Alpha: 1.00, Res:  32, f(x_p_d)= -5.2476 f(x_q)= -7.6272
Itr:  53300 Kimg:     8822, Alpha: 1.00, Res:  32, f(x_p_d)= -3.9977 f(x_q)= -3.8679
Itr:  53400 Kimg:     8835, Alpha: 1.00, Res:  32, f(x_p_d)= -4.9254 f(x_q)= -4.5784
Itr:  53500 Kimg:     8848, Alpha: 1.00, Res:  32, f(x_p_d)= -3.7699 f(x_q)= -4.0884
Itr:  53600 Kimg:     8861, Alpha: 1.00, Res:  32, f(x_p_d)= -2.7407 f(x_q)= -2.8625
Itr:  53700 Kimg:     8873, Alpha: 1.00, Res:  32, f(x_p_d)=-148239.1562 f(x_q)=-2207881.0000
